frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
754,228,[788.592927267933 1570.460757476215 1530.9326051836008 2156.1336391870523],[1045.521240234375 2017.22021484375 1249.29541015625 2116.7431640625],0.675778806,KH06KSU,0.168237694
754,187,[2283.4024733945935 1257.1245233260045 2849.4278177420056 1734.8799498689393],[2483.781005859375 1551.4866943359375 2647.48095703125 1638.0457763671875],0.61670661,GJ06EPD,0.283121291
755,187,[2282.647857980122 1260.0668193053025 2849.990324684238 1739.6246835807738],[2485.4873046875 1561.410400390625 2658.265625 1646.648681640625],0.547466695,GJ06EPD,0.372680043
756,228,[782.994873503952 1580.7956710604435 1529.0903465257848 2157.8077620607537],[1028.4627685546875 2041.593017578125 1244.74658203125 2146.039306640625],0.691196799,KH06KSU,0.164415014
756,187,[2282.4200772099666 1263.4738298518703 2851.05020823033 1744.573019626003],[2490.167236328125 1567.1641845703125 2663.92578125 1651.6600341796875],0.580372691,GJ06EPD,0.26575118
758,228,[780.2421246970735 1590.446265027745 1528.9333880902032 2157.4828624631796],[1031.0533447265625 2054.5341796875 1247.399169921875 2154.566162109375],0.685685873,KH06KSU,0.440712903
758,187,[2282.8299938761047 1269.1352095218936 2855.403011252499 1752.9509785031419],[2491.401123046875 1578.4119873046875 2654.7861328125 1655.5177001953125],0.526655674,GJ06EPD,0.432474143
759,187,[2283.761257140208 1272.8233862288794 2858.4027479852975 1758.615280238308],[2493.04296875 1588.1561279296875 2649.938232421875 1658.9952392578125],0.544598222,OJ06EPD,0.337900115
760,187,[2284.78953233688 1275.5629627116703 2861.215739794891 1763.321601085045],[2500.196044921875 1589.5579833984375 2657.84619140625 1662.9638671875],0.545336783,GJ06EPD,0.522200383
764,187,[2284.5700746864877 1290.0293279121797 2869.3425347624943 1782.1306102126478],[2493.446044921875 1596.4932861328125 2664.76318359375 1681.6226806640625],0.607559025,GJ06EPD,0.28517772
765,187,[2284.648201768486 1294.767120172843 2871.302250500096 1787.4198743689635],[2493.81787109375 1601.975830078125 2667.0390625 1692.88623046875],0.629121482,GJ06EPD,0.782560809
765,136,[987.66110030312 1196.2578630319686 1579.488236852077 1675.1849496071673],[1193.4072265625 1496.3675537109375 1371.4705810546875 1579.1641845703125],0.56368643,LA15ZZC,0.237681508
766,187,[2284.4526789807373 1298.3452230366079 2872.1038894938233 1791.214537235931],[2495.1669921875 1607.7784423828125 2669.2275390625 1696.1473388671875],0.618685484,GJ06EPD,0.519055977
767,187,[2285.861045991517 1302.4513939504595 2875.1451845367183 1796.4170093166617],[2495.755615234375 1609.019775390625 2673.302978515625 1698.50634765625],0.620257616,GJ06EPO,0.329088347
768,187,[2286.1061909014356 1307.194338792069 2876.6826712114275 1802.0459931523649],[2492.66650390625 1618.9691162109375 2671.2607421875 1698.8507080078125],0.505469561,GJ05EPD,0.186315171
770,187,[2286.10674724669 1313.5722328137845 2879.417177280519 1811.0458737170397],[2500.68701171875 1630.875732421875 2665.6533203125 1709.98828125],0.622226238,GJ05EPD,0.502738771
771,187,[2286.3898657671 1320.1396175997531 2881.092255031834 1817.8261842994254],[2499.5810546875 1635.732666015625 2671.3720703125 1719.579833984375],0.633366466,GJ06EPD,0.527729818
772,187,[2285.972653624706 1322.8308909840257 2881.7103543396274 1821.7330316776715],[2502.108642578125 1633.2529296875 2675.670166015625 1722.994384765625],0.666807711,TJ06EPD,0.200233222
773,136,[969.1016219946267 1221.5271656841765 1581.2419048539891 1710.4619458492216],[1190.6912841796875 1527.52392578125 1351.4066162109375 1613.354248046875],0.610805809,LM15ZZC,0.150307442
774,136,[967.7727775562553 1224.6678305159464 1582.7872591819541 1715.2887437001366],[1193.352783203125 1537.542724609375 1351.124755859375 1621.797119140625],0.622538209,LM15ZZC,0.210025624
775,187,[2286.2860382116146 1333.645739525115 2885.6559749858657 1837.1227014878405],[2501.802978515625 1647.107666015625 2678.68115234375 1733.994873046875],0.639424562,GJ06EPD,0.423377082
776,136,[962.7335021402216 1232.5668107113822 1580.5803289019993 1724.3193853740638],[1174.50146484375 1538.470458984375 1349.4649658203125 1628.530517578125],0.65967989,LU15ZZC,0.211675333
776,187,[2286.6950836329943 1338.598392877777 2887.6262294356566 1843.0775270163679],[2507.246337890625 1658.529052734375 2685.514892578125 1744.08984375],0.577569127,TJ06EPD,0.676628215
777,136,[960.2511017491943 1240.0673126553825 1579.9746308559352 1731.2612866219943],[1178.8897705078125 1547.298095703125 1349.113037109375 1632.647705078125],0.625360131,LW15ZZC,0.307523807
778,136,[957.923597110404 1244.9185508463365 1580.0678370274354 1735.7972985933907],[1173.532958984375 1548.77197265625 1345.375732421875 1633.53076171875],0.619628847,LM15ZZC,0.094208479
778,187,[2287.773293054085 1345.8413284737182 2891.220728045969 1853.4662665884846],[2509.213623046875 1671.3896484375 2684.578125 1747.93212890625],0.553581655,GJ06EPD,0.559402224
779,136,[954.8427956838148 1247.1729586323352 1577.9564415536663 1738.7439622790255],[1171.9910888671875 1550.2177734375 1350.278564453125 1644.56103515625],0.625015795,LA15ZZC,0.134678076
779,187,[2287.513848664239 1350.5275547247395 2892.4910532687527 1859.7299865161951],[2510.2392578125 1676.508544921875 2686.3056640625 1753.7779541015625],0.624329746,GJ06EPD,0.301910164
780,187,[2286.9273945913624 1356.0254538802421 2893.761728126818 1866.8831294670192],[2513.81640625 1684.4293212890625 2686.490966796875 1764.2977294921875],0.656780362,GJ06EPO,0.526801772
781,187,[2286.3809484205294 1358.8514126958812 2895.0407356887936 1870.9425911883013],[2512.8271484375 1683.9488525390625 2686.968017578125 1769.6158447265625],0.66503334,GJ06EPD,0.282657357
782,136,[946.3942116383922 1255.315457210264 1576.1917567969986 1749.868756068679],[1153.5301513671875 1575.9437255859375 1340.561767578125 1656.264404296875],0.584762633,LN15ZZC,0.43557667
784,187,[2286.1767366557956 1371.8414944022984 2900.792148514461 1888.3732403790532],[2503.556640625 1695.1439208984375 2686.00390625 1783.2901611328125],0.662164629,GJ06EPD,0.551798596
785,187,[2285.96456422624 1376.3324494079934 2903.0525953376778 1894.9669570385581],[2507.943359375 1706.2459716796875 2685.394287109375 1797.6214599609375],0.63484621,LJ06EPD,0.143863475
787,187,[2285.7955589408925 1386.5752739503794 2906.7050031432304 1906.8307647987701],[2507.9814453125 1716.2080078125 2689.9111328125 1801.9251708984375],0.596765995,GJ05EPD,0.324380206
788,187,[2285.8127312828424 1392.3820813699788 2907.8094461539044 1913.7659059978394],[2513.46142578125 1725.9356689453125 2693.83837890625 1804.414306640625],0.62856704,OJ06EPD,0.319358109
789,187,[2286.344824207762 1398.7413433436561 2909.7892810946396 1920.809461885918],[2513.3017578125 1730.8524169921875 2694.781005859375 1817.4869384765625],0.667796254,GJ06EPD,0.488493576
789,136,[921.9398218131489 1281.2043007680295 1564.0223533452433 1790.258926912421],[1150.81103515625 1605.094970703125 1324.29443359375 1696.587646484375],0.596230209,LU15ZZC,0.231260774
793,136,[908.3273206066463 1296.743451741211 1561.3277469767438 1811.2868555538296],[1143.8489990234375 1626.30615234375 1316.552978515625 1712.65869140625],0.655619442,LH15ZZC,0.231660881
794,136,[903.9291688651817 1301.7242386801013 1560.014785303804 1817.3624175690607],[1135.8175048828125 1633.7493896484375 1305.599853515625 1716.8946533203125],0.631263137,LN15ZZC,0.498013437
795,136,[900.3911049191706 1305.822536923052 1560.6083970141804 1823.566401581066],[1128.36474609375 1635.848388671875 1303.667724609375 1725.39501953125],0.678512752,LN15ZZC,0.203142278
796,136,[896.4034433360843 1308.6048239591773 1559.9890773321554 1828.1230179047452],[1127.171142578125 1639.897705078125 1299.661865234375 1726.6966552734375],0.655578971,LN15ZZC,0.602093279
797,136,[893.6493281665655 1314.7012661380459 1559.8228965386118 1835.677880709472],[1128.363525390625 1645.5985107421875 1300.619384765625 1733.1983642578125],0.653520465,LM15ZZC,0.695337081
800,136,[884.0328656656478 1328.0647091481303 1552.8972998874683 1849.7024952280824],[1109.8182373046875 1662.997802734375 1295.693359375 1754.8115234375],0.603458166,LA15ZZC,0.185770176
801,136,[876.1014811805417 1334.2020564215081 1542.4496138653212 1856.4268244108985],[1109.6451416015625 1676.8125 1292.988525390625 1759.3399658203125],0.612712085,LH15ZZC,0.214654477
803,187,[2284.8763929750626 1463.7420682969869 2931.368213738015 2006.4359939716765],[2523.54150390625 1806.6778564453125 2710.666015625 1895.8128662109375],0.535094619,GJ06EPD,0.553929421
804,187,[2284.646374904553 1469.6612733790048 2932.355273073587 2013.7878817173114],[2513.92138671875 1815.58154296875 2711.871826171875 1904.4217529296875],0.623016775,GJ06EPD,0.764934021
805,136,[865.3124518313333 1351.8296165889255 1540.434884096373 1879.9523362240316],[1103.453857421875 1687.094482421875 1278.553466796875 1776.192138671875],0.647980332,LM15ZZC,0.193698641
805,187,[2284.6189006220006 1472.55955784354 2933.1821566437216 2018.6110241326946],[2520.888671875 1821.719970703125 2714.369140625 1910.58251953125],0.639558196,GJ06EPD,0.403013367
806,187,[2285.4845204540798 1478.4308837351668 2935.5857675683274 2025.825643174665],[2518.817138671875 1826.170166015625 2703.939453125 1915.004150390625],0.673489332,GJ06EPD,0.461523889
806,136,[860.247625352521 1355.4276893274737 1536.9074185426612 1885.5495753519117],[1092.17041015625 1693.060546875 1280.62158203125 1783.012939453125],0.667117178,LM15ZZC,0.411219613
808,136,[852.3727961458932 1362.1764808559965 1530.5333330042972 1896.6984326737065],[1094.30224609375 1703.9945068359375 1275.9365234375 1796.3360595703125],0.632378221,LN15ZZC,0.358746837
809,187,[2287.099809715813 1494.8321242671298 2942.473425547047 2046.0275574648297],[2517.61767578125 1841.09716796875 2720.9306640625 1939.609375],0.654421926,GJ06EPD,0.731822555
809,136,[848.0178597790133 1367.17053048364 1526.2748626963503 1903.5929180157405],[1089.545166015625 1704.240966796875 1277.0323486328125 1799.50927734375],0.633655608,LM15ZZC,0.293593295
810,136,[843.5521048685495 1372.684355127788 1523.3589133540327 1911.2639593066392],[1080.5458984375 1721.770751953125 1269.65380859375 1806.572021484375],0.640891194,LU15ZZC,0.429456552
810,187,[2287.5829824379666 1500.2552199898266 2945.254870852488 2052.8101195631834],[2517.9306640625 1848.5548095703125 2721.744873046875 1943.2232666015625],0.632959962,GJ06EPD,0.636842074
811,136,[841.5621729925656 1375.8827481164392 1522.6294575229354 1916.1478026307625],[1081.068359375 1721.3397216796875 1268.08203125 1808.50048828125],0.648508728,LM15ZZC,0.424625951
811,187,[2286.9933473724022 1505.5072198622097 2946.032543959739 2059.2123393518773],[2520.72607421875 1858.3062744140625 2722.68408203125 1948.5487060546875],0.62379235,GJ06EPD,0.55114881
812,187,[2286.825799473047 1512.586821555662 2946.7717035950523 2067.8190486392286],[2522.0283203125 1867.06201171875 2720.30322265625 1958.0654296875],0.672030151,GJ06EPD,0.599119178
813,136,[833.9364492741836 1386.8109330051147 1522.4877417804707 1930.0407020531247],[1078.362548828125 1731.769775390625 1254.6885986328125 1819.235595703125],0.665740252,LM15ZZC,0.902468856
813,187,[2286.3502229425662 1519.2954594141843 2947.648566725427 2075.57608621833],[2532.03173828125 1874.9747314453125 2714.93798828125 1960.738037109375],0.632390559,GJ06EPD,0.483494161
814,187,[2286.7407155096457 1523.2239989811228 2949.6143713355746 2080.8450179958654],[2526.7138671875 1877.877685546875 2711.43212890625 1967.34521484375],0.667975366,GJ06EPD,0.359231617
815,187,[2286.64224783132 1527.1265882185771 2951.622667340945 2087.199282349523],[2538.6279296875 1883.556640625 2714.13671875 1974.212158203125],0.622004509,GJ06EPD,0.733803563
816,187,[2286.7256411202206 1534.0837972764377 2954.604637525239 2095.502372081709],[2530.029296875 1895.633056640625 2722.8701171875 1986.4237060546875],0.613860607,GJ06EPD,0.592310487
817,187,[2285.819634819572 1539.0280757745988 2956.2125651699794 2101.2390604174598],[2531.92724609375 1894.3583984375 2723.9287109375 1988.755859375],0.638545692,GJ06EPD,0.466578408
818,136,[812.9862644258312 1407.3488408761405 1510.8042469665086 1957.2894120485848],[1049.2803955078125 1758.5950927734375 1246.297607421875 1849.573974609375],0.633116603,LW15ZZC,0.257483956
819,187,[2286.473012660982 1550.8530167154527 2963.454539458401 2116.284524320679],[2527.16748046875 1911.1593017578125 2735.33203125 2007.0772705078125],0.67457366,GJ06EPD,0.365322744
819,136,[808.9194867206195 1413.6096614394955 1509.317271700628 1964.710930832915],[1056.431640625 1772.072998046875 1247.35791015625 1858.8330078125],0.623503566,LM15ZZC,0.122234053
820,187,[2285.934957607419 1554.8249643899994 2965.8415722141917 2121.8692203295745],[2532.9931640625 1920.233642578125 2733.39306640625 2010.2958984375],0.664335132,CJ06EPD,0.507778867
820,136,[805.5107521437591 1416.9987698105642 1507.3821151066836 1970.7200699930663],[1047.080810546875 1771.7376708984375 1247.36376953125 1863.9598388671875],0.631360412,LM15ZZC,0.447939239
821,136,[800.8473172370716 1422.4618913805189 1505.4123374107533 1977.8623658508436],[1048.017578125 1776.763671875 1238.223388671875 1871.3515625],0.690919042,LN15ZZC,0.433571833
821,187,[2285.686076864101 1561.6927484097414 2967.5394595995876 2129.018087460426],[2527.54248046875 1922.9073486328125 2726.09130859375 2014.5098876953125],0.676480889,GJ06EPD,0.432697043
822,136,[796.892669712144 1429.41678230004 1505.8878749088956 1986.5259667927774],[1042.1611328125 1781.27392578125 1234.484130859375 1875.616455078125],0.671151578,LN15ZZC,0.88842085
822,268,[2291.445357002295 1178.8707721505407 2853.6928644889094 1601.936593298948],[2501.602294921875 1451.890380859375 2640.5947265625 1535.75634765625],0.39660275,OA07CLI,0.310607326
823,136,[794.5249324105241 1433.1126475623903 1506.2363133103966 1991.4298124425302],[1047.90771484375 1784.4755859375 1233.578369140625 1880.7528076171875],0.680035055,LN15ZZC,0.3384601
823,187,[2287.1437537303304 1573.3689729006041 2971.2410872466694 2142.8371159063927],[2531.665771484375 1933.7369384765625 2736.467041015625 2029.6131591796875],0.626895607,GJ06EPD,0.326901383
823,268,[2292.018091306363 1181.6115924521237 2855.480516593939 1605.3107773754446],[2498.27099609375 1452.377197265625 2642.71630859375 1533.5390625],0.384259582,DA07CLI,0.147181341
824,136,[790.584670510092 1438.4233869491268 1503.7466568406471 1998.040003364415],[1032.7672119140625 1793.09326171875 1233.2666015625 1893.299560546875],0.675803721,LN15ZZC,0.526724876
825,136,[783.1504633389368 1444.2940284859378 1495.8224075406915 2005.3927219230277],[1032.2711181640625 1796.972900390625 1230.9669189453125 1895.46826171875],0.663965642,LN15ZZC,0.252921151
825,187,[2288.801397899965 1584.5003977710169 2976.6397698362416 2153.9583547331968],[2539.412841796875 1959.13623046875 2742.51904296875 2041.4560546875],0.57138294,GJ06EPD,0.421203264
827,187,[2288.0584848671006 1593.4419007841689 2979.1506099575354 2158.7358221042327],[2540.200927734375 1965.1695556640625 2744.285888671875 2057.321044921875],0.685757935,GJ06EPD,0.490142259
828,187,[2288.166002307155 1598.176498993222 2980.8743110400687 2160.089359207588],[2543.34326171875 1972.68896484375 2742.80859375 2067.044677734375],0.721420527,GJ06EPD,0.490015632
829,136,[769.0282391805101 1462.410972248339 1494.2026066936176 2029.601274810771],[1021.4547119140625 1826.4635009765625 1208.099365234375 1918.3634033203125],0.687366486,LM15ZZC,0.271865028
830,187,[2289.8980864913287 1606.3596382348715 2986.1495835702285 2159.9863924473107],[2541.9462890625 1989.627197265625 2742.04248046875 2088.963623046875],0.678672493,GJ06EPD,0.682299551
831,187,[2290.134995766271 1613.0377150563847 2989.204179872883 2160.6442526852547],[2539.60302734375 1995.444580078125 2738.3955078125 2089.623779296875],0.670335174,GJ06EPD,0.451642917
832,187,[2289.744869602228 1617.0924487904847 2990.7375665961795 2159.7484557395983],[2539.015869140625 2002.9482421875 2740.168212890625 2096.296142578125],0.687491059,GJ06EPD,0.362973544
832,136,[752.7714553568374 1478.1362676954047 1484.839049072387 2049.4293869976505],[1005.4942626953125 1840.9954833984375 1201.9730224609375 1944.0831298828125],0.655998051,LU15ZZC,0.254001424
833,136,[745.6678258288821 1482.137219831834 1479.931095224275 2054.770416065329],[1001.0696411132812 1852.63916015625 1201.556396484375 1946.15478515625],0.659148753,LM15ZZC,0.676551433
834,187,[2288.2035028310934 1630.0712052699516 2994.2438608853568 2159.8023588484907],[2546.1748046875 2014.0869140625 2754.046875 2110.197509765625],0.703338206,GJ06EPD,0.558650177
834,136,[741.6276870320862 1490.0487687286122 1478.901922685241 2064.5621597962877],[996.4576416015625 1860.878173828125 1199.4879150390625 1958.2459716796875],0.656894088,LN15ZZC,0.559191443
835,187,[2287.336997526625 1635.0730625402903 2995.456091308295 2159.2171252958733],[2542.83837890625 2017.721435546875 2757.01611328125 2114.402587890625],0.709062397,GJ06EPD,0.499051718
836,187,[2287.471292929967 1639.9400394886031 2997.4579153296213 2158.498129639401],[2542.989990234375 2025.84228515625 2754.95947265625 2125.497802734375],0.686578155,GJ06EPO,0.252763383
836,136,[733.6554098992053 1501.213339971202 1474.1057934136172 2078.657046790723],[990.8349609375 1874.51806640625 1190.335693359375 1967.0068359375],0.6625368,LN15ZZC,0.915801438
837,187,[2288.6274442668787 1646.82878994262 3000.415711717437 2158.9236030981483],[2541.385986328125 2033.831298828125 2757.2197265625 2134.0361328125],0.685598016,GJ06EPD,0.416897473
837,136,[728.1764515719067 1506.4732508439993 1469.6055094939068 2085.4515935553527],[980.630859375 1879.6007080078125 1184.144287109375 1975.9383544921875],0.684371591,LM15ZZC,0.41531282
837,268,[2292.179631403814 1231.0158851038013 2875.5782978704747 1669.5159019298171],[2525.390869140625 1512.8192138671875 2664.262451171875 1592.1104736328125],0.352702707,IA07CLI,0.417495305
838,136,[724.0342943152378 1510.0852083457894 1467.6200697883014 2091.2073567646776],[986.6808471679688 1882.17333984375 1185.951171875 1979.70849609375],0.687750816,LN15ZZC,0.223619572
839,187,[2288.4155143241487 1658.289923693552 3003.820049900557 2159.5298982406634],[2553.2490234375 2053.514404296875 2764.6611328125 2150.8349609375],0.691097856,GJ06EPD,0.636883719
839,136,[720.4570707820308 1517.38197797874 1465.5632094000757 2099.95352973438],[978.2385864257812 1890.7093505859375 1182.160888671875 1989.4617919921875],0.671588123,LN15ZZC,0.481601543
839,268,[2293.7752274553673 1238.1530415876107 2879.2197262644236 1679.1606216926946],[2506.12451171875 1529.0185546875 2663.28173828125 1602.54931640625],0.491785765,DA07CLI,0.141436652
840,136,[715.3177234533022 1522.5242241151966 1462.1789921033123 2106.1877425432444],[971.8987426757812 1892.55322265625 1182.88916015625 1997.159912109375],0.670413852,LN15ZZC,0.599692375
840,268,[2292.641338200602 1241.836153043175 2880.0991791021524 1685.162504119581],[2509.486083984375 1536.42626953125 2658.211669921875 1603.68896484375],0.485057056,DA07CLY,0.354951817
841,136,[711.3446857197766 1526.9147094658958 1461.21883041133 2112.282813395881],[968.4285888671875 1903.546875 1173.37451171875 2000.463134765625],0.660645902,LM15ZZC,0.58625487
842,136,[706.6701049800465 1532.771378089032 1458.3018266436204 2119.7704711173205],[965.0033569335938 1912.7720947265625 1175.176513671875 2013.1051025390625],0.682756364,LM15ZZC,0.675873687
842,268,[2291.9561377350014 1248.0790894453714 2882.90668405957 1696.1694148593594],[2506.440673828125 1534.195068359375 2662.560791015625 1610.102294921875],0.534151912,OA07CLY,0.236718901
843,136,[701.9114957826246 1539.1882681007885 1456.5718359216307 2126.6312933596937],[964.3095703125 1921.4403076171875 1161.5357666015625 2014.00634765625],0.661212027,LM15ZZC,0.398925173
844,136,[697.8875262770176 1544.2506670175196 1455.068748418094 2132.4323236509817],[959.9630126953125 1921.957763671875 1161.3984375 2020.4970703125],0.677103817,LN15ZZC,0.43504288
845,136,[692.7637400515673 1549.5606285949818 1452.3934929977613 2138.6558634891485],[958.32958984375 1927.1239013671875 1159.750732421875 2026.7376708984375],0.678964853,LN15ZZC,0.746569277
847,136,[683.1680093089451 1560.015074065949 1447.9472911725927 2148.428550245466],[950.8802490234375 1936.418701171875 1157.8494873046875 2040.7679443359375],0.673530996,LN15ZZC,0.574585681
848,136,[679.1624763795206 1564.621222933713 1445.3618367305212 2151.709958680849],[948.0426635742188 1949.6693115234375 1152.978271484375 2051.218505859375],0.676641405,LN15ZZC,0.426760184
848,268,[2292.551728309529 1266.7899381380912 2890.2920207973516 1727.345899339458],[2518.815673828125 1551.9027099609375 2668.191650390625 1639.0843505859375],0.525057554,OA07CLX,0.369184679
849,136,[675.0048501394267 1570.6530744577387 1443.5598198701136 2155.5331297093226],[938.665771484375 1959.07373046875 1155.6920166015625 2064.2646484375],0.687592924,LN15ZZC,0.511486196
849,268,[2293.1254142781927 1270.1566291159602 2891.9990956000374 1732.4578990259174],[2512.384521484375 1566.781005859375 2670.981201171875 1648.32470703125],0.509195685,DA07CLX,0.515417847
850,268,[2293.2626763846733 1272.4170066573688 2892.9311895996384 1735.788412406303],[2514.399169921875 1569.304443359375 2670.828369140625 1647.47265625],0.582971513,DA07CLX,0.580504534
851,136,[665.8859331250219 1580.0129974386984 1438.218375381895 2158.6365449873415],[935.7130737304688 1973.3404541015625 1141.531982421875 2072.861328125],0.698027432,LN15ZZC,0.226717762
853,136,[656.3312798087034 1589.0671512889776 1430.2958260177268 2159.133555178118],[934.7823486328125 1987.623046875 1140.6015625 2088.311279296875],0.678618789,LM15ZZC,0.417182027
853,268,[2292.664781282702 1282.620249750639 2895.2486770119654 1749.5647861623436],[2509.306640625 1578.719970703125 2676.70751953125 1657.4443359375],0.631692827,DA07CLX,0.253490631
855,136,[648.9730009302953 1601.7605977610356 1427.9951035131662 2160.546638859289],[917.6693115234375 2005.7962646484375 1135.37841796875 2110.36572265625],0.693326533,LN15ZZC,0.456036281
857,136,[641.0875832181912 1612.3583050872714 1424.7867732333614 2159.098034028735],[914.066650390625 2017.480224609375 1129.2156982421875 2119.8193359375],0.726928711,LN15ZZC,0.426483985
857,268,[2292.7496472613816 1295.2667455174162 2903.7044155825683 1766.5046496561288],[2519.6796875 1596.609375 2680.367431640625 1677.561767578125],0.649549961,DA07CLX,0.350654038
858,136,[635.5770189685999 1619.51654834399 1424.024162726646 2159.620595357781],[910.2698974609375 2021.367919921875 1124.05615234375 2126.794921875],0.731413901,LN15ZZC,0.534334153
858,268,[2292.559868465444 1299.7171262999134 2905.663310005786 1771.9204854918164],[2516.81787109375 1598.46044921875 2681.37646484375 1683.810302734375],0.661638141,DA07CLX,0.527373788
859,268,[2292.33547504588 1304.2838786779812 2907.027375549804 1777.5492633673366],[2526.66845703125 1604.9329833984375 2684.823974609375 1688.1156005859375],0.600587904,DA07CLA,0.404400081
862,136,[616.2184043775167 1646.749387711858 1416.807354900687 2160.8274865654103],[895.3251342773438 2058.2490234375 1113.759521484375 2156.572998046875],0.736710548,LM15ZZC,0.497946598
862,268,[2294.392150614047 1316.0396980609758 2912.565804156694 1791.0520080841711],[2517.75634765625 1629.582275390625 2683.542724609375 1701.851806640625],0.556530654,DA07CLX,0.284312151
863,136,[610.9037361864264 1653.323879011595 1415.092361357385 2160.7263643738784],[897.9991455078125 2067.04052734375 1107.7841796875 2160.0],0.756407142,LN15ZZC,0.554109572
863,268,[2294.826086764477 1320.4813642494644 2913.956533026789 1796.2001477877404],[2522.6923828125 1636.3472900390625 2683.029052734375 1703.1478271484375],0.624361515,DA07CLX,0.554577175
863,347,[2163.4835596689118 869.016224055052 2701.9699729070626 1394.8478618479849],[2348.166015625 1243.18310546875 2490.16357421875 1316.68701171875],0.469854742,EV06VUS,0.125799634
865,136,[601.443667892614 1665.9094095516696 1411.7013429512726 2160.6836214552213],[887.4889526367188 2084.813232421875 1098.8935546875 2160.0],0.714580595,LN15ZZC,0.526379857
867,268,[2296.6147706520483 1338.3384188848308 2921.0299878738983 1819.0126850404758],[2525.62841796875 1647.1717529296875 2689.801513671875 1724.6048583984375],0.624858201,OA07CLX,0.418425033
867,347,[2149.5629562146105 881.4413355026088 2701.459135231251 1410.6179274466224],[2361.132568359375 1256.3624267578125 2482.78515625 1322.2646484375],0.30152449,EV06VYS,0.067361529
868,268,[2296.2629624521505 1340.3311356263732 2922.756616102002 1822.9726694335857],[2530.7939453125 1647.782958984375 2690.39453125 1727.478515625],0.609712541,OA07CLX,0.713715815
869,268,[2295.9091756303033 1344.7231265368898 2924.27630312394 1829.1346727524867],[2536.92724609375 1650.643310546875 2691.582275390625 1735.178955078125],0.585580766,OA07CLX,0.567814005
872,347,[2131.353801204449 886.0345838883827 2706.1913250571506 1423.2618790654724],[2345.580078125 1264.077392578125 2492.99609375 1339.3436279296875],0.578781605,EV06WOG,0.443118415
873,268,[2296.547644879215 1359.4817323343948 2933.8164464090905 1852.0796316640865],[2527.6875 1679.6865234375 2701.748291015625 1758.35009765625],0.655508518,DA07CLX,0.708121389
874,268,[2296.7001011270427 1362.2535262033277 2936.063021763172 1856.135267714613],[2531.00439453125 1684.072265625 2700.2822265625 1762.3447265625],0.66777873,DA07CLA,0.411360792
875,268,[2296.346693344447 1366.3465992112292 2937.3392362317145 1861.662205629962],[2527.7255859375 1686.331787109375 2703.287109375 1774.55419921875],0.70941782,DA07CLX,0.466368318
876,268,[2296.4001790900456 1372.4494438443116 2939.1053680039176 1869.608981722874],[2534.338623046875 1691.82861328125 2708.338623046875 1774.3472900390625],0.681651831,DA07CLX,0.727734255
878,268,[2297.732038702524 1380.8554655422704 2944.104588481996 1880.989409442704],[2542.71630859375 1702.4981689453125 2716.23388671875 1789.8812255859375],0.654173613,DA07CLI,0.228113811
880,347,[2127.2571249241964 899.1565238186622 2715.907775008842 1451.7955555975718],[2345.16845703125 1293.668701171875 2493.94140625 1364.447998046875],0.508203745,EY06YRS,0.033940972
881,347,[2126.898848164029 900.927751496928 2717.5008120957664 1454.7021051213692],[2349.1923828125 1295.289306640625 2497.306640625 1366.72998046875],0.500680208,ET06VOS,0.331221969
882,268,[2300.5997816826593 1398.9122845256932 2952.211723039739 1904.9399110178585],[2543.808837890625 1732.333740234375 2716.165283203125 1811.373046875],0.639394403,DA07CLX,0.220523631
882,347,[2126.4882300763493 901.6295106970103 2718.576274730636 1457.252443007845],[2356.94775390625 1298.982666015625 2496.4453125 1366.37890625],0.508290708,EV06NOS,0.032324368
885,268,[2304.404962072193 1416.2424247793506 2960.8774840492174 1925.2203229238694],[2543.85791015625 1742.5404052734375 2723.19873046875 1829.2327880859375],0.649755776,OA07CLX,0.262461189
886,347,[2123.0400650998936 905.6891944744104 2721.4733525900774 1470.6998164942654],[2353.779296875 1305.5291748046875 2497.59912109375 1383.8184814453125],0.620843232,EY05VUS,0.159173629
887,347,[2122.3174995626805 908.7013924620323 2722.08047099971 1474.7929748648266],[2347.82080078125 1311.1448974609375 2494.455078125 1383.4525146484375],0.595996916,EY06VUS,0.049345492
894,268,[2311.4378678735916 1458.7961191781226 2985.1559150628104 1979.1157864551885],[2562.793212890625 1791.8177490234375 2743.263427734375 1885.2052001953125],0.653321743,DA07CLX,0.332237541
895,268,[2312.793890895571 1462.0731307460155 2988.819269155292 1984.667820493296],[2567.62646484375 1790.4202880859375 2738.60888671875 1894.9412841796875],0.586546659,DA07CLX,0.766866453
896,268,[2314.06391901758 1466.7750829833626 2992.0759763941905 1991.4524317218093],[2561.374755859375 1805.640869140625 2741.494873046875 1891.967529296875],0.666828871,DA07CLX,0.689261506
898,268,[2314.2799160555205 1478.0657124302825 2995.1023906801656 2004.850469480335],[2565.76611328125 1819.9207763671875 2750.230224609375 1900.4249267578125],0.662987471,DA07CLX,0.280787952
899,268,[2315.343077101641 1482.3673269577184 2997.4334304758513 2012.4005909644952],[2571.770751953125 1825.172607421875 2751.81103515625 1914.413818359375],0.706700683,DA07CLX,0.674244249
