frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
24,3,[651.1008864406958 1514.1713483134458 1395.078520731811 2159.056608934548],[871.8218994140625 1951.18359375 1131.591796875 2066.694580078125],0.629756868,NA13NRU,0.514650687
25,2,[2180.450262321724 1270.084892427722 2873.2953743385006 1894.5757869323093],[2440.6259765625 1698.05712890625 2624.81640625 1788.904541015625],0.688557386,MT51VSU,0.308853334
27,3,[639.9856105166551 1535.3846070700158 1392.9874204248263 2160.3952939682144],[855.1869506835938 1977.8837890625 1129.27099609375 2092.0537109375],0.664292157,NA13NRU,0.149715
28,3,[636.846232311874 1542.2698175884823 1392.542220077879 2160.2882079701403],[873.21923828125 1982.536376953125 1116.48974609375 2092.091796875],0.668285429,MA13MRU,0.194423893
28,2,[2183.7143901902946 1286.2115349230473 2882.063140603813 1919.7986093624484],[2448.505126953125 1726.8270263671875 2626.811767578125 1804.2125244140625],0.644006729,CQ35ISV,0.044558537
31,3,[622.8705002365161 1567.7703604050794 1388.9542503537589 2163.121941024622],[873.2708129882812 2022.1593017578125 1119.325439453125 2125.74951171875],0.69703728,NA13NRU,0.124952044
31,2,[2184.9444706018107 1309.461378886138 2887.230494144305 1946.8385049156518],[2445.0732421875 1741.8350830078125 2633.772216796875 1832.0928955078125],0.663160622,CZ51VSU,0.116132751
33,3,[613.8049247381896 1584.198765205917 1385.0842638193153 2163.139061751962],[851.9373779296875 2040.15234375 1122.01220703125 2151.599853515625],0.649620712,NA13NRU,0.502694027
35,3,[605.1530128762656 1601.0688800561675 1381.9939786682896 2161.8677321988503],[856.0693359375 2065.3662109375 1110.753662109375 2160.0],0.633230686,MA13MRU,0.424092283
43,1,[1118.8565174120376 1144.44578102839 1732.6274774074682 1605.3808085926823],[1354.19580078125 1420.533447265625 1513.285888671875 1506.3336181640625],0.255401671,GX15OGJ,0.193247645
49,2,[2197.029494898591 1403.88650759084 2943.085748043728 2087.468190330327],[2478.630859375 1876.346923828125 2673.86669921875 1965.536865234375],0.696889639,IW51YSU,0.012656104
55,2,[2205.3448736975506 1444.2479054691803 2967.1570170137647 2138.225749641831],[2490.779541015625 1924.787109375 2691.077392578125 2013.034423828125],0.68134737,CI51WSU,0.02091988
58,1,[1079.6255848452513 1203.2564298714015 1718.8081349097258 1681.6705733250974],[1318.248779296875 1498.3861083984375 1485.2698974609375 1570.5069580078125],0.291001052,GX15OGJ,0.140718778
59,2,[2209.491306314975 1462.055227053922 2982.9896813753594 2157.129946732931],[2497.30859375 1959.7744140625 2710.335693359375 2050.330322265625],0.707461298,MT51VSU,0.096528291
64,1,[1063.2042756540363 1228.7827887427643 1712.2230531411628 1715.7248613738197],[1307.1953125 1526.3349609375 1475.30908203125 1606.326416015625],0.288278848,GX15OGJ,0.466468638
80,1,[1016.900830503819 1302.6083415732558 1697.5764791736394 1814.339178881023],[1261.7177734375 1626.8272705078125 1430.342529296875 1704.8616943359375],0.555027306,GX15OGJ,0.333715025
81,1,[1010.7656483469939 1308.5207937523603 1695.3946386494679 1822.2025506378516],[1238.1236572265625 1617.38134765625 1419.0172119140625 1704.504150390625],0.43113175,GX15OGJ,0.557394798
90,1,[983.5211450929513 1353.1707093298894 1686.8601245348214 1886.679062210788],[1229.11474609375 1685.350341796875 1427.822265625 1772.9666748046875],0.56869328,GX15OGJ,0.21557254
92,1,[976.4121513960667 1363.312429340185 1684.8258469059288 1900.1592363621255],[1224.468505859375 1692.900390625 1398.9027099609375 1781.046875],0.485483438,GX15OGJ,0.284478851
93,1,[972.9024678143069 1370.8224059819413 1684.009780954877 1909.1557435762152],[1227.291259765625 1701.39990234375 1435.83935546875 1794.30615234375],0.509268403,GX15OGJ,0.406711651
96,1,[961.2105502574091 1389.5274298011097 1679.994531630231 1932.430459167126],[1217.364013671875 1728.6177978515625 1433.411376953125 1813.4564208984375],0.546785653,GX15OGJ,0.447619946
99,1,[952.3416688256415 1406.6080939611677 1678.4406138036893 1953.650236626732],[1207.87158203125 1751.7088623046875 1425.74365234375 1837.9991455078125],0.442904502,GX15OCJ,0.774285784
100,1,[949.4031860535845 1411.3600253803236 1677.8934195429185 1960.4837411082933],[1198.529296875 1746.264404296875 1422.2552490234375 1836.529541015625],0.568257868,GX15OCJ,0.62609642
102,1,[943.0069824407253 1425.1986650872727 1675.3082460443686 1977.4144269699264],[1209.34375 1773.0970458984375 1410.6744384765625 1856.2093505859375],0.597478986,GX15OCJ,0.282671243
103,1,[939.8487052887192 1430.7917693282225 1674.5306534479707 1984.7350442029938],[1209.9482421875 1785.581298828125 1409.1048583984375 1857.2978515625],0.430884331,GY15OGJ,0.209630207
104,5,[2021.687469534929 1101.2006159437606 2590.489104122069 1548.1623913193016],[2224.32373046875 1371.15673828125 2428.869384765625 1464.1475830078125],0.415165573,AP05JEQ,0.295246927
110,5,[2021.6663556076126 1123.0322162261562 2599.5386532319144 1573.9318808177302],[2225.068603515625 1400.113525390625 2424.581787109375 1486.2109375],0.453506917,AP05JEO,0.097166042
113,1,[898.9594798436312 1494.8634287782806 1660.3085261964895 2070.600287288248],[1168.0924072265625 1861.580810546875 1385.0072021484375 1944.352783203125],0.475364655,GX15OCJ,0.527354454
115,5,[2023.4563050085408 1140.9416920502563 2610.512100071718 1595.7694131604344],[2223.2626953125 1426.1768798828125 2428.208984375 1512.700927734375],0.385402441,AF05JEO,0.284389043
116,5,[2023.0467374206573 1146.6950089784596 2611.7714012135657 1601.249323079016],[2224.921142578125 1425.02392578125 2433.687744140625 1511.0791015625],0.438865274,AF05JEO,0.224068056
118,12,[1114.288785434863 1068.7965702483434 1647.4649238021805 1486.6306955533823],[1300.1993408203125 1306.177490234375 1459.98388671875 1387.91552734375],0.295240819,KH05ZTN,0.206919228
121,1,[867.3567146507086 1550.1893902671657 1650.375708760051 2139.84990708009],[1143.783203125 1920.30908203125 1376.8896484375 2014.4208984375],0.611154258,GY15OCJ,0.456116388
121,5,[2024.5895408813412 1160.9263081807142 2618.621169874994 1623.899174693636],[2219.47705078125 1444.1744384765625 2435.165771484375 1534.505859375],0.358218223,AF05JEO,0.440880807
122,1,[862.9622656006707 1555.6193846368894 1649.0733732377491 2145.317585771858],[1139.33837890625 1932.1124267578125 1363.52294921875 2021.3572998046875],0.590421319,GY15OCJ,0.512877004
122,5,[2022.3771106039778 1162.8974909208557 2613.436708203669 1627.9229831467571],[2216.306396484375 1448.7005615234375 2431.106689453125 1536.43359375],0.442382902,AP05JEQ,0.337126037
123,1,[857.4119972413484 1562.8569505092846 1647.2897671166727 2151.302982553673],[1126.17041015625 1939.9736328125 1332.201416015625 2027.399169921875],0.487867802,GX15OGJ,0.364955345
123,5,[2024.6460003772127 1166.3058590083906 2618.0333781020436 1633.4202250713479],[2236.767333984375 1466.7637939453125 2438.52392578125 1556.2393798828125],0.327688366,AF05JEO,0.20005489
124,1,[853.0244141473943 1567.8125994028012 1645.8398334072724 2154.288756334504],[1135.6455078125 1946.72705078125 1345.338623046875 2036.56884765625],0.504265666,GY15UGJ,0.264814119
124,5,[2025.6205292859681 1168.8347510443095 2620.67483032059 1637.8642964172823],[2229.05126953125 1463.09375 2431.673583984375 1549.99462890625],0.334706008,AF05JEQ,0.107345069
125,1,[848.5309933444078 1573.9722112101506 1644.2419526334952 2156.621371868101],[1138.79345703125 1959.604248046875 1350.734375 2052.620361328125],0.625591815,GY15OGJ,0.41383982
126,1,[843.6603457987673 1581.5989523740827 1642.4080376518136 2158.7841137553037],[1125.627197265625 1972.3524169921875 1339.430908203125 2070.0107421875],0.652090907,GY15OGJ,0.25003596
126,5,[2025.2577874740339 1176.4740743461318 2625.2438681675017 1647.9556713498707],[2222.50146484375 1467.2750244140625 2447.357421875 1559.1917724609375],0.325967222,AP05JEO,0.330284765
127,1,[840.3262917712934 1587.2218996547306 1641.2714892380566 2159.375360889339],[1122.7177734375 1979.6539306640625 1340.182861328125 2071.9404296875],0.61812222,GY15OGJ,0.66363732
128,1,[835.4944291289607 1594.106798445602 1638.9692092137648 2160.1891912405376],[1107.71142578125 1982.18701171875 1334.5323486328125 2079.615234375],0.602326572,GX15OGJ,0.354389842
129,1,[829.3140751901849 1601.8328885600783 1635.9354112720055 2160.187242746567],[1113.362060546875 1996.668212890625 1339.97216796875 2089.729736328125],0.607090533,GX15OGJ,0.433251842
130,1,[824.2048776273788 1607.7643404816254 1634.603850331237 2158.32143893052],[1118.224609375 2012.203857421875 1321.8033447265625 2098.732421875],0.65425539,GY15OGJ,0.353715952
130,15,[2239.0832388472722 1625.5731900746655 2982.4826189695445 2158.895862280602],[2513.16015625 1986.665283203125 2728.448974609375 2086.217529296875],0.502353191,LM13VCV,0.526352317
131,15,[2239.647082756699 1631.9547428764663 2986.3932270823325 2160.0953947237326],[2505.32861328125 1998.4013671875 2730.009765625 2094.2578125],0.409133166,LM13VCV,0.305494701
132,5,[2028.173008316154 1195.528824872662 2636.4713118052014 1676.812475088529],[2226.841796875 1491.951416015625 2449.007080078125 1582.5087890625],0.447484106,AP05JEO,0.209077771
133,15,[2240.5237350430543 1644.5549051379091 2992.2946324380846 2160.940260682282],[2515.307373046875 2009.25634765625 2742.9375 2114.5791015625],0.65269506,LA13VCV,0.306987003
133,5,[2028.4974229748036 1198.0411067489601 2638.152765349712 1681.1522503028143],[2231.43408203125 1499.7158203125 2422.31884765625 1583.949462890625],0.359793693,AP05JEO,0.406346723
134,15,[2241.713763170315 1651.0109935732346 2995.680906308134 2160.1870416231714],[2510.4609375 2017.5743408203125 2737.904296875 2124.9423828125],0.631226122,LM13VCV,0.456245804
135,15,[2242.394111961353 1659.3805681028623 2998.9752027983313 2162.8967686644673],[2515.902099609375 2034.42041015625 2744.548095703125 2135.668212890625],0.647728801,LM13VCV,0.34285774
135,5,[2028.6802676217471 1207.876843175752 2641.509002958311 1692.912155234975],[2265.199462890625 1509.6968994140625 2466.051513671875 1598.1895751953125],0.444593728,AP05JEO,0.193237215
136,5,[2029.5142475706245 1212.0267559185716 2643.499418981651 1697.2188714425263],[2238.44677734375 1506.8701171875 2446.641357421875 1599.498779296875],0.486651033,AP05JEO,0.279533468
136,12,[1069.6952451567695 1114.8689225277767 1628.7892445819684 1555.9782248632514],[1271.2113037109375 1367.7305908203125 1427.4207763671875 1457.7569580078125],0.268990368,KH05ZTK,0.15360625
137,5,[2030.950812690419 1217.5948715758611 2646.342111113686 1703.0957134988096],[2249.0595703125 1517.0313720703125 2465.50634765625 1615.1436767578125],0.634490728,AP05JEO,0.740879427
137,15,[2242.526378567478 1674.4768512669443 3003.6945811240503 2165.166359792681],[2522.94140625 2052.256103515625 2751.818115234375 2155.056396484375],0.613911033,LH13VCV,0.424096054
138,15,[2244.5047273445916 1682.913574453912 3009.3465547686956 2165.6582059769585],[2525.11767578125 2059.720947265625 2753.31494140625 2160.0],0.642151594,LM13VCV,0.320544674
138,5,[2031.5842956777656 1223.488536762156 2648.8208253303505 1709.613437384819],[2236.7646484375 1527.48046875 2464.6572265625 1607.83740234375],0.586037099,AP05JEO,0.361357696
139,5,[2032.45560328909 1225.0788004964982 2650.7272459027386 1713.1074952603828],[2240.57373046875 1526.0576171875 2446.46484375 1604.732177734375],0.547163546,AP05JEO,0.188582509
139,15,[2246.1032242433716 1688.8965013385002 3013.3018373243144 2165.174776885141],[2514.630859375 2060.375244140625 2750.924072265625 2160.0],0.506318033,LM13VCV,0.429420966
140,5,[2032.8890764506582 1229.0268361500853 2652.9933190332536 1718.291101079677],[2270.167724609375 1536.0531005859375 2460.621337890625 1609.446533203125],0.334233999,AP05JEQ,0.110910147
140,12,[1060.8903847681586 1128.475455144107 1624.7483059411293 1574.8916649915636],[1254.8763427734375 1389.9306640625 1420.29345703125 1470.2099609375],0.281370401,KH05ZZK,0.592172845
141,12,[1053.5395927476784 1133.5963222984599 1613.9637581744805 1580.2643965561385],[1258.07568359375 1396.3443603515625 1416.0546875 1473.995361328125],0.301845759,KH05ZIK,0.420272283
141,5,[2033.4059445062758 1234.7764540509293 2655.045449306429 1724.734949187808],[2257.0751953125 1535.587646484375 2458.95361328125 1621.224609375],0.264783859,AP05JEO,0.250459083
142,5,[2034.0728583174382 1237.1916963206083 2657.058395151103 1727.9757794510658],[2261.949462890625 1539.9638671875 2468.431640625 1624.305908203125],0.33911553,AP05JEO,0.139502794
143,5,[2035.610935781805 1242.2549884851314 2660.272713788878 1733.8003528622694],[2240.93017578125 1537.91259765625 2454.859130859375 1624.927978515625],0.533129036,AP05JEO,0.242582468
144,5,[2034.9454691837234 1247.378418862797 2660.702623442538 1740.4344665145359],[2245.67041015625 1549.53076171875 2440.509765625 1633.9119873046875],0.477320999,AP05JEO,0.241349288
145,5,[2034.4152785010392 1248.4093877863434 2661.3486292691496 1744.6493188248105],[2268.87255859375 1555.7808837890625 2470.94482421875 1644.1878662109375],0.407226115,AP05JEO,0.214118755
146,12,[1042.944723062065 1155.3230669145 1609.2753513036855 1603.261952926273],[1235.5595703125 1414.2008056640625 1399.98876953125 1506.6229248046875],0.545994997,KI05ZZK,0.114980551
146,5,[2034.4932652137754 1252.22936233082 2663.4553828944777 1751.43910396512],[2239.40380859375 1560.808349609375 2426.0146484375 1643.897705078125],0.332618773,AP05JEO,0.182782211
147,12,[1042.3436961177913 1159.858086683886 1611.9241280590668 1608.8818530103622],[1232.949951171875 1415.53662109375 1402.96484375 1511.8544921875],0.537021458,KM05ZZK,0.716984855
147,5,[2035.8728980469004 1257.9072989446709 2665.5188207992524 1758.234355160409],[2256.18994140625 1573.4857177734375 2470.331298828125 1656.5350341796875],0.510014832,AP05JEO,0.315489705
148,12,[1039.261129974119 1162.0893364159306 1610.7987638874422 1612.1220030804657],[1230.3846435546875 1415.714111328125 1399.902587890625 1510.261474609375],0.505822182,KH05ZZK,0.497980018
148,5,[2037.260023735364 1261.8515464396385 2668.519361596281 1764.1345340138084],[2246.543212890625 1573.761474609375 2458.883544921875 1652.956787109375],0.487732738,AP05JEO,0.549803496
149,5,[2038.0240737985457 1267.9975989162144 2670.5167468072004 1770.4787160193373],[2260.13037109375 1584.169677734375 2433.423828125 1662.096923828125],0.405791789,AP05JEC,0.159068292
150,12,[1035.3814423036706 1168.1392666827446 1612.9184817329788 1622.2710414085086],[1226.725830078125 1425.332275390625 1391.686279296875 1512.156494140625],0.480437279,KH15ZZK,0.168375171
150,5,[2038.9626032747803 1272.2160138782847 2673.806868607061 1777.8618695068208],[2269.06201171875 1586.1529541015625 2449.688232421875 1659.75146484375],0.364585757,AP05JEO,0.332929431
151,5,[2040.1111516895776 1273.7308803031028 2677.645743978686 1782.7986644223502],[2248.799560546875 1582.3974609375 2479.07666015625 1666.012939453125],0.368741959,AP05JEO,0.175184606
152,5,[2040.4430935094063 1278.2375400842056 2679.947631071746 1789.7208464175142],[2250.853271484375 1588.078125 2462.91748046875 1671.767578125],0.533673227,AP05JEO,0.599805617
153,5,[2041.1375247947753 1282.715232636385 2682.1186310121484 1796.90365032986],[2252.99560546875 1590.693603515625 2475.673095703125 1688.8974609375],0.398633689,AP05JEO,0.514225922
154,5,[2041.9331256388484 1284.7091387040184 2684.5466618955297 1801.4247885326247],[2266.9150390625 1600.669921875 2492.66943359375 1699.789306640625],0.406643808,AP05JEO,0.275079994
155,5,[2041.839390078495 1286.9147853726577 2686.638885220843 1806.2819368869705],[2265.965576171875 1608.6031494140625 2479.238037109375 1695.9884033203125],0.438763082,AP05JEO,0.566256672
156,5,[2041.3673974879514 1291.962676693126 2689.159573285605 1812.3852633739507],[2276.906005859375 1613.7784423828125 2496.66748046875 1701.4676513671875],0.433949828,AP05JEO,0.430444629
157,5,[2039.9726046221645 1295.57054190137 2690.5431321468254 1817.5330775750647],[2266.888916015625 1618.46240234375 2495.38232421875 1699.896484375],0.4962264,AP05JEO,0.397378394
158,12,[1013.3206626157578 1196.328535238531 1596.0044382055378 1657.62975252541],[1217.856201171875 1465.8431396484375 1386.59716796875 1553.6978759765625],0.442837,KH05ZZK,0.586385878
158,5,[2041.727022760033 1299.3837384755345 2695.126659535161 1822.9137176630313],[2284.7939453125 1632.298583984375 2501.609375 1706.66650390625],0.324120462,AP05JEO,0.172354562
159,12,[1013.4287774313545 1202.1872851075375 1597.0530082651155 1663.7385504432948],[1207.25927734375 1471.882568359375 1386.856689453125 1558.2607421875],0.360828161,KH05ZZK,0.492224449
159,5,[2043.2943492876448 1304.158499531755 2697.9524110090997 1829.4629825265345],[2284.48974609375 1639.056884765625 2475.9873046875 1709.43017578125],0.323464632,AP05JEO,0.445583789
160,12,[1012.0915067656942 1205.2911391726261 1598.137020208198 1667.9717242664615],[1205.2333984375 1470.9774169921875 1383.672119140625 1558.9647216796875],0.424378216,KH05ZZK,0.478935529
161,5,[2045.355719521493 1314.4640073959854 2702.79243332174 1842.9110512016632],[2280.89404296875 1637.193603515625 2523.107421875 1722.94189453125],0.302827418,AP05JEO,0.433953898
161,12,[1012.0087628683311 1209.289591692889 1602.5735956508663 1673.1493235502405],[1204.744384765625 1478.380859375 1381.02880859375 1564.338623046875],0.450079858,KH05ZTV,0.225800929
162,12,[1008.2618601760294 1214.083886515554 1600.385742129785 1679.3827907441798],[1201.90966796875 1482.2471923828125 1381.388916015625 1568.3126220703125],0.438515097,KH05ZTK,0.519314948
162,5,[2046.699417059868 1319.2652827002864 2706.5313730107046 1850.4873608293904],[2275.749267578125 1651.516845703125 2456.072509765625 1732.8427734375],0.274095207,AP05JEO,0.261136441
163,12,[1003.9248001596183 1217.7284858986302 1597.3170641396046 1683.941779122618],[1205.978515625 1484.228515625 1382.173583984375 1575.27294921875],0.502583742,KH05ZTK,0.545275045
163,5,[2047.853885384391 1322.2662232770913 2709.9576529270325 1855.3216985892286],[2269.336181640625 1650.464599609375 2487.968505859375 1741.456298828125],0.362631887,AP05JEO,0.410663344
164,5,[2049.273144976789 1326.846755795559 2713.1337906986273 1861.9867264974775],[2278.4365234375 1660.6805419921875 2492.420654296875 1752.18310546875],0.531579316,AP05JEO,0.15937969
164,12,[1000.0900189322372 1221.2091644595703 1593.0333930087052 1688.388467075515],[1205.71923828125 1492.7568359375 1380.978515625 1577.2900390625],0.514603019,KH05ZZK,0.145928707
165,5,[2050.0187489996183 1333.352364193496 2716.4266329429342 1871.175645383252],[2275.900634765625 1667.8515625 2517.1962890625 1751.54833984375],0.541503072,AP05JEO,0.232962789
165,12,[996.640072488688 1225.7263617864237 1590.905678486874 1693.843653508351],[1210.7353515625 1501.2689208984375 1379.2882080078125 1582.2894287109375],0.49475497,KH05ZZK,0.320695765
166,5,[2049.884785165822 1337.2558177167714 2718.1637243951272 1877.281312708439],[2283.12353515625 1678.869140625 2468.585693359375 1753.31982421875],0.342972964,AP05JEO,0.292851373
167,5,[2050.360024890621 1342.2794700019385 2721.302143923723 1883.703233357931],[2300.95751953125 1678.3399658203125 2522.572998046875 1760.9073486328125],0.334391803,AP05JEO,0.444572528
170,5,[2052.131547620589 1360.7444133228828 2729.08517274343 1905.8856324097],[2285.08056640625 1699.0843505859375 2504.11865234375 1786.3861083984375],0.512732625,AP05JEO,0.225615154
170,12,[988.5540926147626 1247.832002594753 1592.2166798859323 1720.7424046679018],[1194.686279296875 1516.4542236328125 1371.073974609375 1607.4169921875],0.469606012,AN05ZZR,0.402494363
172,5,[2054.389466690537 1370.5916800786836 2735.6943080673054 1918.5188428476627],[2294.8486328125 1706.662353515625 2533.861328125 1801.8017578125],0.568999171,AP05JEO,0.379572935
173,12,[982.1131311993247 1257.55415082603 1599.6684832250792 1736.712579843136],[1188.51025390625 1532.2642822265625 1366.804443359375 1622.1990966796875],0.559109271,KN05ZZK,0.479341986
173,5,[2054.345106172515 1374.0099406294137 2738.3681738670552 1924.164083716472],[2300.17431640625 1718.088623046875 2529.596923828125 1808.099609375],0.500740767,AP05JEO,0.114413505
174,5,[2055.747306940047 1381.2311281434534 2742.1958420094375 1932.3018857636832],[2296.223876953125 1729.0784912109375 2536.387939453125 1810.6182861328125],0.452196896,AF05JED,0.200175052
175,5,[2057.5016488693454 1383.7877946348958 2746.4846741873735 1936.6862454270117],[2311.2841796875 1726.1048583984375 2532.6904296875 1818.4222412109375],0.370072871,AP05JEO,0.399037529
176,12,[972.2550977161166 1267.7737483593655 1595.194341617719 1751.3009961681773],[1185.2186279296875 1549.4520263671875 1368.6397705078125 1636.7164306640625],0.577356696,KN05ZZK,0.315896129
176,5,[2058.238260773819 1388.7066925179893 2749.4672738314684 1943.7073616929856],[2283.267578125 1735.0953369140625 2491.25732421875 1818.117919921875],0.555848241,AP05JEO,0.225245781
177,12,[969.1809698218235 1273.6320792186423 1594.2136048189427 1759.0305660324555],[1180.378662109375 1559.78076171875 1363.219970703125 1650.497802734375],0.548963487,KH05ZZK,0.313854683
177,5,[2058.2797684694756 1394.189367121713 2750.9657781730334 1951.6986140065756],[2292.1171875 1742.40283203125 2517.29296875 1839.406982421875],0.52018714,AP05JEO,0.480617471
178,12,[965.3973472427092 1277.7214051422502 1592.0033469833174 1764.9269593474883],[1178.8482666015625 1559.5469970703125 1364.51611328125 1651.5084228515625],0.582199216,KH05ZIK,0.517939683
178,5,[2059.3876100419006 1399.4371579001715 2753.0695886746894 1957.7088839297774],[2289.8408203125 1746.936767578125 2511.7177734375 1838.536376953125],0.359160423,AP05JEO,0.318409032
179,12,[961.7524657875758 1283.2051146975946 1589.4199542655126 1771.2417205876532],[1171.7138671875 1569.8060302734375 1346.95654296875 1657.9185791015625],0.542493105,KH05ZZK,0.124519934
179,5,[2060.7751102693123 1405.906998398797 2756.2040316819953 1965.7971977407774],[2290.31494140625 1754.123046875 2553.8720703125 1847.60498046875],0.395937681,AP05JEO,0.29675893
180,12,[959.5320858648921 1288.0657128804119 1588.1164983963417 1777.6932604846197],[1173.42041015625 1569.848876953125 1351.79541015625 1659.96240234375],0.514248312,RH05ZZK,0.646842013
180,5,[2062.041718281168 1412.581119781919 2759.612318763757 1974.4698546268637],[2299.4033203125 1763.150634765625 2537.6162109375 1854.200927734375],0.318589181,AP05JED,0.427930668
181,5,[2063.762054933989 1416.375030784271 2763.6115413815905 1980.302493507581],[2320.930419921875 1775.9805908203125 2549.03076171875 1863.18603515625],0.519113779,AP05JED,0.192585323
182,12,[957.2596467647468 1296.3249786391623 1589.7921810999746 1789.0637578891904],[1166.968017578125 1583.32177734375 1350.8505859375 1674.6826171875],0.623626709,RH05ZZK,0.349234689
182,5,[2064.3849431233857 1423.131784920178 2767.079607463387 1989.779476817111],[2337.68603515625 1778.38330078125 2570.7021484375 1863.450439453125],0.295456201,AP05JED,0.463703312
183,12,[951.9029042164677 1301.2541722221854 1584.9218678791688 1795.6854401312785],[1165.4658203125 1595.1529541015625 1349.272216796875 1682.077880859375],0.627908409,KH05ZZK,0.895912104
183,5,[2065.111168674418 1432.471648779911 2770.7794226708984 1999.8516719716736],[2298.525390625 1783.38916015625 2527.515625 1868.5478515625],0.515047789,AP05JEO,0.352105409
184,12,[948.551318584098 1304.757994081297 1585.6640115217617 1801.7318043771475],[1173.282470703125 1595.3662109375 1352.113525390625 1685.913818359375],0.624224186,RH05ZZK,0.610912081
184,5,[2065.616735581448 1440.541606732422 2773.5506873983136 2007.965851250982],[2309.1728515625 1777.4051513671875 2546.50927734375 1876.4652099609375],0.610026836,AP05JEO,0.234079378
